23.0;1;11;0;0.0;3.9999999999999996
48.0;8;8;0;0.0;6.400000000000001
57.0;0;7;0;0.0;10.800000000000004
60.0;23;18;0;0.0;3.5999999999999996
92.0;19;16;16;0.0;4.3999999999999995
100.0;9;6;17;0.0;9.200000000000003
110.0;13;17;24;0.0;4.8
125.0;0;23;27;0.0;9.200000000000003
127.0;18;5;14;0.0;6.000000000000001
145.0;13;18;1;0.0;2.0
149.0;18;1;9;0.0;7.600000000000002
170.0;9;13;22;0.0;3.9999999999999996
188.0;19;17;11;0.0;15.200000000000008
191.0;15;12;27;0.0;3.5999999999999996
192.0;11;12;83;0.0;3.5999999999999996
209.0;3;9;42;0.0;4.8
233.0;14;23;37;0.0;11.600000000000005
237.0;7;16;25;0.0;14.800000000000008
240.0;16;9;27;0.0;5.2
266.0;12;11;61;0.0;6.000000000000001
266.0;11;16;33;0.0;5.2
284.0;33;17;12;0.0;6.400000000000001
291.0;7;23;70;0.0;6.400000000000001
301.0;7;5;158;0.0;9.600000000000003
313.0;1;8;83;0.0;3.5999999999999996
330.0;11;18;92;0.0;13.200000000000006
355.0;28;14;134;0.0;13.600000000000007
356.0;18;9;15;0.0;4.3999999999999995
409.0;13;4;256;0.0;6.000000000000001
422.0;17;13;76;0.0;12.000000000000005
430.0;13;8;169;0.0;7.600000000000002
451.0;19;2;155;0.0;8.400000000000002
457.0;3;23;17;0.0;8.800000000000002
476.0;11;34;8;0.0;9.200000000000003
493.0;26;34;162;0.0;3.1999999999999997
495.0;5;4;35;0.0;7.600000000000002
521.0;28;13;47;0.0;6.000000000000001
529.0;10;18;61;0.0;8.800000000000002
546.0;10;13;32;0.0;2.0
547.0;33;14;215;0.0;7.600000000000002
572.0;11;5;239;0.0;4.8
573.0;7;11;16;0.0;7.200000000000002
587.0;21;22;198;0.0;17.200000000000003
588.0;0;14;31;0.0;5.6000000000000005
603.0;17;12;238;0.0;4.3999999999999995
607.0;12;18;362;0.0;2.4
616.0;12;8;34;0.0;5.6000000000000005
629.0;4;3;6;0.0;2.8
645.0;15;10;364;0.0;6.000000000000001
650.0;7;19;310;0.0;4.8
669.0;22;16;349;0.0;15.200000000000008
672.0;13;19;157;0.0;4.8
682.0;9;14;74;0.0;8.400000000000002
712.0;25;20;474;0.0;2.0
720.0;17;25;424;0.0;4.8
724.0;15;6;252;0.0;3.5999999999999996
758.0;10;2;44;0.0;3.9999999999999996
768.0;9;3;117;0.0;4.8
782.0;13;6;245;0.0;3.5999999999999996
792.0;10;20;670;0.0;10.400000000000004
800.0;10;10;57;0.0;2.4
815.0;15;9;220;0.0;2.4
827.0;12;25;320;0.0;5.2
829.0;12;19;7;0.0;10.000000000000004
842.0;3;11;187;0.0;8.800000000000002
853.0;3;24;187;0.0;8.400000000000002
854.0;4;13;266;0.0;7.600000000000002
879.0;0;23;198;0.0;9.200000000000003
881.0;10;15;36;0.0;10.800000000000004
902.0;30;13;14;0.0;6.800000000000002
916.0;19;9;444;0.0;4.8
927.0;18;8;202;0.0;11.200000000000005
928.0;7;24;403;0.0;6.800000000000002
936.0;10;2;209;0.0;3.1999999999999997
960.0;18;20;540;0.0;4.8
964.0;12;2;659;0.0;5.6000000000000005
972.0;6;7;72;0.0;10.000000000000004
1000.0;19;0;729;0.0;7.600000000000002
1006.0;21;10;355;0.0;4.3999999999999995
1020.0;0;18;686;16.662054;7.200000000000002
1030.0;3;16;778;15.9726;5.2
1031.0;21;23;726;0.0;17.6
1042.0;0;9;757;16.47814;3.5999999999999996
1056.0;11;16;955;13.818086;3.5999999999999996
1064.0;3;12;841;16.399736;11.600000000000005
1088.0;6;20;834;15.589185;15.200000000000008
1094.0;5;18;963;18.008036;5.2
1116.0;7;16;838;14.434098;5.2
1118.0;4;1;977;16.344175;2.0
1130.0;6;12;826;14.274869;4.8
1133.0;8;13;830;13.232938;2.0
1135.0;6;15;949;16.709745;4.3999999999999995
1146.0;4;14;737;14.385495;3.9999999999999996
1147.0;2;10;797;16.018812;3.1999999999999997
1150.0;2;15;791;16.662256;5.2
1170.0;2;18;675;15.229272;8.000000000000002
1181.0;2;20;773;17.111494;12.000000000000005
1183.0;4;23;907;18.469645;10.800000000000004
1199.0;14;27;30;16.982058;5.2
1201.0;7;18;860;15.086366;4.3999999999999995
1206.0;5;17;810;15.38384;6.400000000000001
1218.0;1;8;796;16.333796;3.5999999999999996
1228.0;4;25;845;17.762472;8.400000000000002
1231.0;1;11;820;17.166529;3.9999999999999996
1239.0;0;10;705;15.784711;15.200000000000008
1242.0;3;5;810;14.861306;2.4
1251.0;0;10;728;16.156904;3.9999999999999996
1257.0;1;13;822;17.495134;4.8
1272.0;1;17;534;13.4266615;7.200000000000002
1284.0;5;15;852;15.767335;8.000000000000002
1287.0;11;25;40;16.503628;6.400000000000001
1288.0;0;14;677;15.923951;5.6000000000000005
1308.0;3;18;699;14.990304;6.000000000000001
1313.0;0;17;763;17.760073;10.800000000000004
1324.0;4;27;676;15.323674;12.400000000000006
1333.0;1;21;723;17.077795;8.800000000000002
1350.0;6;15;867;15.382688;11.600000000000005
1359.0;3;4;970;17.302546;8.400000000000002
1373.0;1;25;595;15.598706;18.4
1382.0;2;19;756;16.688257;7.600000000000002
1388.0;1;10;823;17.066977;14.000000000000007
1395.0;1;9;836;17.129248;3.9999999999999996
1402.0;1;13;823;17.511297;10.400000000000004
1421.0;1;12;923;18.981516;9.200000000000003
1427.0;3;11;786;15.361531;13.600000000000007
1448.0;3;14;834;16.582682;6.000000000000001
1460.0;9;16;975;15.396516;2.8
1476.0;3;26;720;16.515024;9.200000000000003
1485.0;4;23;836;17.320612;7.600000000000002
1485.0;1;5;925;17.977179;2.4
1495.0;7;19;895;15.8009;5.6000000000000005
1505.0;4;2;1057;17.786924;3.1999999999999997
1509.0;4;22;772;16.136778;7.200000000000002
1529.0;4;22;935;18.774672;11.200000000000005
1533.0;3;24;823;17.885706;9.200000000000003
1537.0;5;12;987;17.507765;8.400000000000002
1543.0;1;10;811;16.872774;4.3999999999999995
1544.0;0;9;744;16.267717;3.5999999999999996
1557.0;1;12;769;16.489271;4.3999999999999995
1557.0;4;3;953;16.251993;2.8
1567.0;2;28;849;19.526281;10.400000000000004
1585.0;4;16;1003;18.986528;4.8
1593.0;7;18;23;15.598547;10.800000000000004
1596.0;11;23;25;16.18565;5.6000000000000005
1616.0;1;27;738;18.209162;11.200000000000005
1622.0;9;24;32;18.592503;6.000000000000001
1624.0;4;13;1115;20.354761;10.000000000000004
1629.0;1;11;808;16.972345;3.9999999999999996
1648.0;1;20;832;18.693693;8.400000000000002
1651.0;1;20;714;16.784014;7.600000000000002
1655.0;19;21;11;14.987594;4.8
1667.0;2;10;998;19.271723;4.8
1677.0;3;10;1069;19.793386;2.8
1678.0;2;7;1141;21.141684;2.8
1685.0;1;35;725;19.183657;13.600000000000007
1694.0;3;6;1043;18.780165;4.3999999999999995
1702.0;4;23;969;19.47301;7.600000000000002
1715.0;3;13;1019;19.42848;6.400000000000001
1727.0;3;15;766;15.630288;8.000000000000002
1733.0;0;26;928;21.763288;18.4
1735.0;3;18;1061;20.848745;6.000000000000001
1745.0;0;16;960;20.800146;6.400000000000001
1754.0;0;7;948;19.27299;2.8
1757.0;0;20;684;16.925882;8.000000000000002
1767.0;0;11;971;20.237616;4.3999999999999995
1768.0;5;23;33;16.2339;11.200000000000005
1778.0;1;9;1048;20.560156;3.1999999999999997
1790.0;1;10;940;18.960459;3.5999999999999996
1808.0;6;22;1103;20.238749;10.400000000000004
1817.0;6;3;1231;19.496264;2.0
1828.0;2;9;1016;19.414938;2.8
1832.0;10;19;1149;18.029394;3.5999999999999996
1835.0;0;5;1073;20.99972;2.0
1844.0;2;14;1085;21.272108;12.800000000000006
1857.0;1;9;971;19.314032;3.9999999999999996
1857.0;0;23;940;21.513197;9.200000000000003
1872.0;1;11;1022;20.435625;4.8
1877.0;8;16;1171;19.19584;4.8
1878.0;3;13;1073;20.302431;6.400000000000001
1885.0;1;6;1029;19.808344;2.0
1892.0;1;12;1075;21.44147;4.3999999999999995
1894.0;2;18;964;19.906324;7.200000000000002
1901.0;1;7;1105;21.186419;2.4
1904.0;1;7;1181;22.41636;6.400000000000001
1920.0;2;7;1138;21.093092;6.000000000000001
1922.0;3;6;1083;19.427542;5.2
1926.0;0;30;1010;23.68279;12.000000000000005
1936.0;6;8;1220;20.058733;3.1999999999999997
1938.0;2;14;1063;20.91607;4.8
1957.0;0;19;914;20.500006;7.600000000000002
1961.0;1;13;1059;21.330614;12.800000000000006
1965.0;3;19;1018;20.300947;8.800000000000002
1970.0;0;7;1072;21.279734;2.8
1985.0;3;13;1054;19.994944;3.9999999999999996
1991.0;0;18;1063;22.763262;9.600000000000003
1994.0;4;13;1254;22.604258;12.400000000000006
2007.0;3;7;1030;18.717886;3.1999999999999997
2009.0;3;10;1031;19.178423;5.2
2010.0;2;19;1054;21.510942;8.400000000000002
2051.0;21;20;15;14.402741;7.600000000000002
2053.0;24;4;257;12.568883;8.000000000000002
2071.0;24;13;97;13.046753;10.800000000000004
2092.0;17;5;47;11.000965;8.000000000000002
2107.0;22;14;229;13.5978565;4.8
2125.0;23;14;229;14.008429;11.600000000000005
2125.0;11;21;37;10.676222;8.000000000000002
2162.0;15;9;158;11.432217;8.800000000000002
2174.0;10;23;57;12.786967;5.2
2182.0;19;17;186;12.247112;4.8
2218.0;23;12;82;12.881731;4.3999999999999995
39.0;7;7;0;6.842834;5.6000000000000005
49.0;10;10;0;5.2193685;2.4
56.0;24;11;0;1.6432225;9.200000000000003
75.0;11;18;6;9.595299;3.5999999999999996
82.0;8;8;4;8.924874;6.400000000000001
83.0;10;12;2;7.1490498;8.800000000000002
105.0;0;28;36;11.26548;11.200000000000005
126.0;12;12;7;8.841542;9.600000000000003
140.0;29;3;24;11.427884;10.400000000000004
142.0;8;3;37;7.6131372;7.600000000000002
172.0;22;16;100;9.889165;8.800000000000002
191.0;23;23;10;10.465919;5.6000000000000005
198.0;26;4;2;10.627162;12.000000000000005
219.0;19;11;91;10.32318;8.000000000000002
222.0;13;8;57;9.05775;3.5999999999999996
233.0;24;14;151;11.370469;3.9999999999999996
243.0;16;10;136;9.033303;2.4
267.0;23;11;108;11.004464;6.400000000000001
275.0;20;12;118;10.295106;5.6000000000000005
289.0;22;12;110;11.278929;6.400000000000001
299.0;15;12;5;9.133552;6.000000000000001
320.0;13;7;72;9.260923;8.000000000000002
324.0;15;7;73;9.166911;3.1999999999999997
337.0;26;12;124;11.353248;8.000000000000002
392.0;12;7;52;9.027621;3.5999999999999996
397.0;18;1;32;9.358246;11.600000000000005
399.0;19;3;28;9.510695;11.200000000000005
415.0;15;9;90;9.228477;2.4
425.0;10;10;3;8.705868;5.6000000000000005
430.0;9;9;3;9.095201;7.200000000000002
448.0;18;9;88;10.104903;5.2
451.0;0;24;3;14.764713;9.600000000000003
464.0;6;14;3;9.24801;3.1999999999999997
465.0;20;13;106;9.982395;5.2
486.0;1;18;379;10.037349;7.600000000000002
494.0;29;17;230;12.398387;4.8
514.0;14;12;456;10.175408;4.8
518.0;22;13;115;10.904072;10.800000000000004
546.0;27;4;63;11.613717;9.200000000000003
549.0;21;13;108;10.452371;3.1999999999999997
557.0;20;11;133;10.596853;8.400000000000002
579.0;20;9;95;9.929442;4.3999999999999995
589.0;19;12;107;9.858027;3.5999999999999996
590.0;18;15;486;9.944178;8.400000000000002
611.0;15;12;404;9.196395;2.0
614.0;13;17;6;9.55527;8.000000000000002
617.0;14;13;463;10.068066;2.8
636.0;4;20;406;10.367809;6.400000000000001
658.0;24;3;12;9.820015;8.400000000000002
661.0;14;14;504;10.234092;6.400000000000001
667.0;11;19;482;9.66223;3.9999999999999996
701.0;16;19;509;9.375817;10.000000000000004
703.0;1;23;375;11.534939;9.600000000000003
730.0;7;21;434;9.530903;11.200000000000005
737.0;2;19;408;10.301016;7.600000000000002
742.0;2;27;506;13.665738;14.000000000000007
765.0;15;16;499;9.81081;4.3999999999999995
781.0;35;21;361;13.231913;5.6000000000000005
789.0;20;19;700;13.1429205;6.000000000000001
801.0;25;16;117;11.258893;3.5999999999999996
822.0;17;9;77;10.3092785;5.6000000000000005
824.0;10;19;507;9.999288;12.400000000000006
831.0;0;26;53;11.714243;11.200000000000005
850.0;0;26;95;10.954819;10.400000000000004
862.0;25;14;188;11.641899;4.3999999999999995
864.0;25;19;774;13.0332365;2.4
885.0;0;33;58;13.441656;13.200000000000006
888.0;1;20;374;10.977016;8.400000000000002
901.0;18;13;545;10.095159;7.600000000000002
921.0;18;19;757;11.516343;5.2
923.0;20;16;588;11.364307;6.400000000000001
946.0;22;11;105;11.073967;8.400000000000002
949.0;1;24;368;11.51083;9.200000000000003
955.0;19;10;120;10.20144;4.3999999999999995
978.0;1;18;360;10.1007805;11.600000000000005
981.0;18;20;676;12.121272;3.1999999999999997
982.0;11;15;393;8.700747;5.6000000000000005
1010.0;16;26;730;12.424264;3.9999999999999996
1029.0;5;22;588;10.781538;6.800000000000002
1040.0;26;20;818;13.56813;9.600000000000003
1058.0;23;0;36;11.86463;9.200000000000003
1083.0;29;6;0;12.626269;9.200000000000003
1101.0;19;4;30;10.1572895;9.200000000000003
1114.0;16;3;31;9.493144;5.2
1131.0;4;24;86;10.034616;9.600000000000003
1136.0;17;5;40;7.937377;9.600000000000003
1154.0;2;21;414;10.174029;7.600000000000002
1158.0;13;8;7;7.901504;2.0
1158.0;19;4;26;10.243147;9.200000000000003
1176.0;0;20;29;9.838475;8.000000000000002
1181.0;3;21;496;9.828035;7.200000000000002
1195.0;0;17;336;9.187287;6.800000000000002
1202.0;19;4;47;9.152371;9.200000000000003
1226.0;4;21;431;9.564879;10.000000000000004
1229.0;13;12;8;9.049193;10.800000000000004
1252.0;24;0;42;11.485123;9.600000000000003
1257.0;3;22;849;9.307802;9.200000000000003
1273.0;23;1;31;12.487652;8.800000000000002
1276.0;5;22;596;9.500589;6.800000000000002
1284.0;0;21;549;9.977288;10.000000000000004
1308.0;7;23;62;8.884963;10.400000000000004
1309.0;9;23;805;8.325527;5.6000000000000005
1337.0;29;1;41;13.865033;12.000000000000005
1349.0;9;29;738;11.513826;8.000000000000002
1355.0;18;5;34;8.552955;6.000000000000001
1373.0;0;22;694;9.812175;8.800000000000002
1381.0;6;22;598;9.348897;7.200000000000002
1405.0;33;0;218;11.994251;13.200000000000006
1414.0;8;23;554;9.767825;9.200000000000003
1453.0;7;26;673;10.712859;7.600000000000002
1456.0;12;14;8;7.7524543;4.8
1464.0;24;0;48;10.6745405;9.600000000000003
1488.0;4;22;442;9.774014;7.200000000000002
1505.0;27;7;28;10.006498;8.000000000000002
1512.0;2;18;10;9.10658;8.000000000000002
1514.0;33;7;2;12.97181;10.400000000000004
1528.0;5;21;93;9.112415;6.400000000000001
1536.0;5;20;501;9.045976;6.000000000000001
1554.0;1;24;610;10.94032;9.200000000000003
1557.0;22;1;31;12.209165;8.400000000000002
1572.0;7;28;94;10.51449;8.400000000000002
1580.0;7;21;39;8.477375;5.6000000000000005
1584.0;7;26;560;10.624105;8.400000000000002
1610.0;7;24;528;10.014637;6.800000000000002
1615.0;19;5;45;8.90699;5.6000000000000005
1632.0;31;4;34;13.459325;10.800000000000004
1634.0;3;22;43;10.441037;7.600000000000002
1637.0;0;20;312;9.268878;8.000000000000002
1661.0;5;23;52;9.899812;8.800000000000002
1673.0;18;1;27;11.036204;7.600000000000002
1680.0;2;20;62;9.163614;8.800000000000002
1683.0;0;20;728;9.223864;8.000000000000002
1696.0;1;21;937;9.614351;8.000000000000002
1700.0;0;18;1410;9.299752;7.200000000000002
1717.0;2;19;25;9.982572;6.800000000000002
1735.0;24;2;70;9.7819605;10.400000000000004
1743.0;10;24;600;9.720253;5.6000000000000005
1748.0;22;2;26;11.508817;9.600000000000003
1774.0;1;20;423;10.015545;9.200000000000003
1804.0;17;5;52;7.8043494;9.600000000000003
1811.0;23;4;51;10.282452;10.800000000000004
1830.0;25;4;39;12.76576;11.600000000000005
1831.0;11;1;20;8.959923;4.8
1859.0;24;4;35;12.751403;8.800000000000002
1859.0;4;18;67;8.693773;8.800000000000002
1883.0;6;22;636;9.151936;6.400000000000001
1887.0;7;26;90;9.863713;7.600000000000002
1894.0;33;4;45;15.389054;11.600000000000005
1908.0;0;23;624;10.535564;9.200000000000003
1917.0;10;26;631;10.50659;7.200000000000002
1932.0;12;26;727;9.726372;5.6000000000000005
1935.0;7;23;603;9.6551695;7.200000000000002
1960.0;1;21;40;9.908462;8.800000000000002
1963.0;24;6;48;10.515984;8.000000000000002
1963.0;1;29;48;12.219592;11.200000000000005
1987.0;5;23;38;10.082203;8.000000000000002
2010.0;22;1;91;9.456545;9.200000000000003
2010.0;8;27;47;10.052564;7.600000000000002
2025.0;0;13;0;9.677042;5.2
2026.0;25;25;797;9.292945;4.8
2032.0;2;20;6;11.733517;7.200000000000002
2058.0;21;20;13;10.158722;3.5999999999999996
2072.0;21;4;1580;9.347717;6.800000000000002
2073.0;24;2;343;9.670362;8.800000000000002
2075.0;0;15;1290;8.704355;6.000000000000001
2092.0;0;18;421;8.390406;7.200000000000002
2130.0;19;1;1338;9.202066;8.000000000000002
2141.0;24;1;99;10.132181;9.200000000000003
2155.0;21;5;1309;8.735687;11.200000000000005
2172.0;1;27;75;9.940474;11.200000000000005
2177.0;23;5;40;9.218132;8.800000000000002
2193.0;16;0;1708;8.888222;7.200000000000002
2202.0;18;28;673;9.505783;3.9999999999999996
2220.0;23;5;1083;9.049063;7.200000000000002
2222.0;9;17;105;8.383236;3.1999999999999997
2233.0;23;29;1351;9.899424;2.4
2251.0;3;27;44;10.578674;9.600000000000003
2256.0;19;4;1812;8.846125;6.000000000000001
2270.0;0;17;1710;9.572908;6.800000000000002
2270.0;21;29;1261;9.746458;3.1999999999999997
2294.0;1;22;12;9.98267;8.400000000000002
2295.0;22;7;1281;8.484922;6.000000000000001
2318.0;24;2;40;10.463989;8.800000000000002
2338.0;22;3;945;9.083637;7.600000000000002
2355.0;24;33;849;10.840984;14.000000000000007
2359.0;2;19;13;8.31328;6.800000000000002
2361.0;3;16;4;10.432215;7.600000000000002
2386.0;8;21;63;8.712671;6.000000000000001
2393.0;25;32;829;10.616615;2.8
2394.0;26;35;880;11.334633;3.5999999999999996
2408.0;2;20;10;9.69228;7.200000000000002
2438.0;23;32;838;10.5980835;7.600000000000002
2448.0;19;0;228;8.868502;7.600000000000002
2459.0;25;5;382;9.249414;8.800000000000002
2483.0;2;18;4;11.015213;8.000000000000002
2485.0;8;19;34;8.544292;10.800000000000004
2500.0;21;1;33;9.51536;8.800000000000002
2518.0;19;27;726;9.347065;4.8
2526.0;9;24;2029;9.695148;5.4
2532.0;23;1;222;9.901169;9.600000000000003
2551.0;4;23;838;9.617329;7.600000000000002
2552.0;2;18;1660;9.365332;6.400000000000001
2577.0;4;23;32;9.546921;7.600000000000002
2593.0;27;1;206;11.108292;14.400000000000007
2600.0;27;7;882;9.484539;8.000000000000002
2613.0;20;34;950;10.670038;5.6000000000000005
2620.0;5;25;499;9.500685;8.000000000000002
2638.0;21;24;965;8.921474;6.000000000000001
2641.0;2;19;1306;9.530153;6.800000000000002
2649.0;24;34;1077;10.995745;3.9999999999999996
2670.0;24;26;1070;9.49284;2.4
2683.0;21;32;1558;10.176195;4.3999999999999995
2692.0;9;18;73;8.390249;7.600000000000002
2698.0;12;26;1322;9.105211;5.6000000000000005
2728.0;18;33;934;10.309301;6.000000000000001
2734.0;31;22;1671;9.834175;3.5999999999999996
2753.0;25;27;849;9.533445;7.200000000000002
2760.0;5;24;34;9.747248;7.600000000000002
2778.0;3;23;32;9.728186;8.000000000000002
2791.0;5;14;30;8.163612;7.600000000000002
2808.0;18;32;1199;10.0302925;7.200000000000002
2829.0;7;13;56;7.9808044;8.000000000000002
2841.0;24;0;66;10.235994;9.600000000000003
2842.0;1;32;21;11.075478;12.400000000000006
2876.0;23;1;5;11.611275;8.800000000000002
2894.0;32;18;1836;10.049019;7.200000000000002
2896.0;27;1;15;10.561434;10.400000000000004
2927.0;18;5;57;9.008938;5.2
2932.0;28;6;192;9.862215;10.400000000000004
2944.0;23;0;115;10.145918;9.200000000000003
2958.0;4;17;1200;8.113035;10.000000000000004
2962.0;2;20;788;9.082436;10.400000000000004
2979.0;2;23;584;9.79949;12.400000000000006
2986.0;4;22;1276;9.942966;7.200000000000002
3016.0;29;2;25;10.795362;10.800000000000004
3018.0;15;0;2658;8.662804;5.4
3043.0;34;6;41;12.452133;11.200000000000005
3054.0;3;21;858;9.085244;8.000000000000002
3066.0;21;4;42;9.157872;10.000000000000004
3081.0;20;4;43;9.054916;6.400000000000001
3115.0;27;7;71;9.028656;8.000000000000002
3116.0;28;4;117;9.843523;12.800000000000006
3143.0;4;21;1307;8.876853;6.800000000000002
3167.0;27;5;42;10.807781;8.800000000000002
3168.0;4;23;695;9.259079;7.600000000000002
3175.0;23;4;4;8.469483;9.200000000000003
3196.0;1;16;975;8.3446045;10.000000000000004
3197.0;2;24;32;9.049349;10.400000000000004
3222.0;21;3;30;8.914623;9.600000000000003
3225.0;7;15;19;8.30029;8.000000000000002
3246.0;1;22;102;8.8281765;8.400000000000002
3248.0;31;13;4;9.313973;7.200000000000002
3253.0;2;22;39;9.318396;9.600000000000003
3275.0;9;13;104;8.621926;2.4
3295.0;2;18;633;8.44692;6.400000000000001
3298.0;23;4;0;10.15039;10.800000000000004
3303.0;26;4;41;10.808661;8.800000000000002
3319.0;0;22;1172;10.672541;8.800000000000002
3326.0;2;21;813;9.451996;7.600000000000002
3351.0;5;23;423;8.768078;7.200000000000002
3352.0;29;6;242;10.014832;9.200000000000003
3364.0;21;3;0;11.123239;8.000000000000002
3371.0;2;18;836;8.5278425;6.400000000000001
3381.0;6;23;802;8.532245;8.400000000000002
3406.0;5;33;6;12.930125;11.200000000000005
3427.0;22;0;20;9.12894;8.800000000000002
3441.0;5;25;613;9.46466;8.000000000000002
3442.0;3;34;70;11.732113;12.400000000000006
3452.0;5;23;438;8.773956;7.200000000000002
3483.0;1;20;195;8.627331;8.400000000000002
3487.0;23;2;243;9.394847;8.400000000000002
3510.0;3;21;778;9.053888;7.200000000000002
3511.0;2;26;72;9.685921;9.600000000000003
3524.0;7;12;70;8.69114;2.0
3540.0;27;7;34;9.40272;8.000000000000002
3564.0;32;13;109;9.341574;7.600000000000002
3568.0;7;12;33;8.672394;7.600000000000002
3571.0;25;7;32;8.973186;8.000000000000002
3594.0;9;14;66;8.58427;7.600000000000002
3597.0;2;24;74;9.0789175;8.800000000000002
3610.0;16;18;218;8.383558;9.600000000000003
3617.0;1;17;860;8.593686;8.000000000000002
3651.0;31;10;309;9.134389;8.400000000000002
3653.0;17;20;86;8.444839;5.2
3665.0;25;3;26;9.627648;11.200000000000005
3672.0;2;19;1483;9.003318;6.800000000000002
3694.0;5;12;30;8.658489;6.000000000000001
3711.0;5;13;25;8.582385;3.9999999999999996
3718.0;32;13;141;8.847541;7.600000000000002
3718.0;21;1;2;11.441341;12.800000000000006
3742.0;5;12;35;8.638021;6.800000000000002
3766.0;8;14;91;8.513895;8.000000000000002
3782.0;21;0;235;9.446378;12.400000000000006
3790.0;23;0;69;9.583016;9.200000000000003
3813.0;24;3;267;9.337118;8.400000000000002
3815.0;3;23;389;9.518598;8.000000000000002
3838.0;0;23;257;9.95398;9.200000000000003
3840.0;8;12;94;8.549475;8.000000000000002
3857.0;1;17;954;8.647428;6.400000000000001
3884.0;1;16;1034;8.367731;10.000000000000004
3884.0;9;15;64;8.481532;2.4
3898.0;29;2;138;10.938868;10.800000000000004
3909.0;9;13;120;8.312749;5.6000000000000005
3918.0;0;18;1317;9.46806;7.200000000000002
3935.0;0;15;1170;8.222943;6.000000000000001
3936.0;32;14;3;9.737649;7.200000000000002
3952.0;21;1;172;9.179757;8.000000000000002
3955.0;1;17;1161;8.72857;6.400000000000001
3958.0;4;21;1135;8.809433;6.800000000000002
3977.0;2;20;349;8.739511;7.200000000000002
3983.0;2;21;328;8.808541;10.800000000000004
